,model,dic,model_type
2087,angle_mod_301_1,14447.186802188211,Collapsing Bounds
1217,angle_mod_451_1,14984.504756882554,Collapsing Bounds
903,angle_mod_1245_1,15251.852728640806,Collapsing Bounds
1842,angle_mod_1006_1,15360.437324897524,Collapsing Bounds
368,angle_mod_162_1,15675.91322261568,Collapsing Bounds
52,angle_mod_2087_1,16104.206156937384,Collapsing Bounds
214,angle_mod_724_1,16957.584713363263,Collapsing Bounds
2702,angle_mod_300_1,17067.338336735535,Collapsing Bounds
1675,angle_mod_686_1,18126.49310750381,Collapsing Bounds
2570,angle_mod_1893_1,18612.498438492832,Collapsing Bounds
490,angle_mod_1521_1,19204.4270619155,Collapsing Bounds
2374,angle_mod_1060_1,22088.24944040044,Collapsing Bounds
2653,angle_mod_341_1,24489.56519590573,Collapsing Bounds
1806,mod_138_1,24628.694944903124,Standard
1310,angle_mod_1862_1,32217.588338636684,Collapsing Bounds
2303,angle_mod_1666_1,38545.7282810789,Collapsing Bounds
1862,angle_mod_1769_1,44483.80750348135,Collapsing Bounds
765,angle_mod_718_1,58740.134196611994,Collapsing Bounds
714,mod_41_1,62592.249004627665,Standard
1704,angle_mod_1744_1,63542.972030257144,Collapsing Bounds
1193,angle_mod_2096_1,63670.935388380465,Collapsing Bounds
2269,angle_mod_1298_1,65909.28448494841,Collapsing Bounds
873,angle_mod_1438_1,71160.16017627549,Collapsing Bounds
2016,angle_mod_936_1,72107.40028523444,Collapsing Bounds
2159,mod_282_1,79249.09203362676,Standard
1485,angle_mod_1070_1,86865.91229160449,Collapsing Bounds
828,angle_mod_427_1,95031.75962615086,Collapsing Bounds
1600,angle_mod_2386_1,107195.80031036062,Collapsing Bounds
1981,mod_97_1,114386.794110219,Standard
2723,angle_mod_1041_1,124151.86215324531,Collapsing Bounds
1349,mod_40_1,145937.8476973482,Standard
979,mod_195_1,176939.80442461613,Standard
996,mod_316_1,234224.12366704573,Standard
2417,mod_44_1,300530.17011987284,Standard
684,mod_336_1,824384.851336192,Standard
267,mod_218_1,4938719.738767106,Standard
